咪咕🇨🇳频道,#genre#
剑阁综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jgxwzhH265_4000.m3u8
利州综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lzxwzh_2000.m3u8
青川综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qcxwzhH265_4000.m3u8
旺苍新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wcxwzhH265_4000.m3u8
昭化综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zhxwzh_2000.m3u8
古蔺新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/glxwzhgq_2000.m3u8
合江新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hjxw_2000.m3u8
泸县综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lxxwzh_2000.m3u8
纳溪m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/nxxw_2000.m3u8
叙永综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xyxw_2000.m3u8
德阳新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dyxwgq-HD-_2000.m3u8
德阳文旅m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dygggq-HD-_2000.m3u8
广汉综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ghxwzh_2000.m3u8
旌阳综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jyxwgq-HD-_2000.m3u8
罗江综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ljxwzh_2000.m3u8
绵竹综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mzxwzh_2000.m3u8
中江新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zjxwzh_2000.m3u8
宜宾新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybytH264_2000.m3u8
宜宾公共m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybetH264_2000.m3u8
宜宾导视m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybds_2000.m3u8
珙县新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gxzh_2000.m3u8
江安综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jat_2000.m3u8
南溪综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/nxt_2000.m3u8
屏山新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/psxwzh_2000.m3u8
兴文综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xwt_2000.m3u8
叙州新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybx_2000.m3u8
筠连新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ylyt_2000.m3u8
长宁综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/znzh_2000.m3u8
宁新综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/snxwzhHDH265_4000.m3u8
遂宁文化m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/sngggq_2000.m3u8
安居综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ajxw_2000.m3u8
大英新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dyxwzhH265_4000.m3u8
蓬溪新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pxxw_2000.m3u8
乐山新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lsxwzh_4000.m3u8
乐山文旅m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lsggpd_4000.m3u8
峨边综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ebdst_2000.m3u8
夹江新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jjxw_2000.m3u8
金口河综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jkhdst_2000.m3u8
井研新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jyxwzh162_2000.m3u8
马边综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mbxwzh_2000.m3u8
沐川综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mcxw_2000.m3u8
犍为新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qwxwzh_2000.m3u8
沙湾融媒m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/swxwzh_2000.m3u8
五通桥综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wtqxwzh_2000.m3u8
内江综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/njzh_4000.m3u8
内江公共m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/njgg_4000.m3u8
东兴综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dxxwzh_4000.m3u8
隆昌综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lcxw_2000.m3u8
资中综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zzzh_2000.m3u8
南充综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ncxwzh_2000.m3u8
南充科教m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/nckj_4000.m3u8
阆中综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lzxw_2000.m3u8
南部综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/nbxw_2000.m3u8
蓬安综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pazh_2000.m3u8
西充新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xczh_2000.m3u8
仪陇新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ylxw_2000.m3u8
营山综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ysxw_2000.m3u8
达州新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dzxwzh_2000.m3u8
达州文化m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dzgg_2000.m3u8
达州导视m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dzds_2000.m3u8
达川新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dcxwzh_2000.m3u8
大竹新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dzxwzh137_2000.m3u8
开江新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/kjxwzh_2000.m3u8
渠县新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qxxwzh_2000.m3u8
通川综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xcxwzhH264_2000.m3u8
万源综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wyxwzh_2000.m3u8
宣汉新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xhxwzh_2000.m3u8
雅安新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/yazh_2000.m3u8
雅安公共m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/yagg_2000.m3u8
雅安雨城m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ycpd_2000.m3u8
宝兴综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/bxdst_2000.m3u8
汉源新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hyxwzh_2000.m3u8
芦山新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lszh_2000.m3u8
名山综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/msdstH265_2000.m3u8
石棉综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/smxwzh_2000.m3u8
天全新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/tqzh_2000.m3u8
荥经综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xjdst_2000.m3u8
广安公共m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gagg_2000.m3u8
广安区综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gaqxw_2000.m3u8
华蓥综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hyxw_2000.m3u8
邻水综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lsxw_2000.m3u8
前锋综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qfxw_2000.m3u8
武胜综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wsxw_2000.m3u8
岳池综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ycxw_2000.m3u8
巴中综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/bzytH265_4000.m3u8
巴中文旅m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/bzetH264_2000.m3u8
巴州电视m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/bzxw_4000.m3u8
恩阳新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/eyxw_2000.m3u8
南江综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/njxw_2000.m3u8
平昌综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pcxw_2000.m3u8
通江综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/tjxwH265_4000.m3u8
眉山综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/msxwzhgq_2000.m3u8
眉山文旅乡村m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/msgg_2000.m3u8
丹棱新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dlxwzhH265_4000.m3u8
洪雅新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hyzh_2000.m3u8
彭山综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pszh_2000.m3u8
青神综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qszh_2000.m3u8
仁寿综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/msrszh_2000.m3u8
凉山新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lsxwHDH265_4000.m3u8
凉山彝语m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/yyzh_2000.m3u8
德昌综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dcxw_4000.m3u8
会理新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hlyt_4000.m3u8
木里综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mltHD_4000.m3u8
冕宁综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mnxw_2000.m3u8
宁南综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/nnt_4000.m3u8
普格新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pgt_4000.m3u8
西昌综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xctHD_2000.m3u8
喜德综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xdxw_4000.m3u8
越西综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/yxt_4000.m3u8
资阳新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zyxwzh_2000.m3u8
雁江综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/yjxw_2000.m3u8
安岳新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ayxwzh_4000.m3u8
乐至综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lezhixwzh_4000.m3u8
自贡新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zgxw_4000.m3u8
自贡文化生活m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zggg_4000.m3u8
富顺综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/fszh_2000.m3u8
荣县综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/rxzh_2000.m3u8
甘孜新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gzxwzh_2000.m3u8
泸定综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ldxw_4000.m3u8
康定综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gzkdxwzh_2000.m3u8
黑水新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hsxwzhpdH264_2000.m3u8
马尔康新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mekxwzhpd_2000.m3u8
松潘新闻m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/spxwzhpdH264_2000.m3u8
三台一套m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/stxwHD_2000.m3u8
高县一套m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gxt_2000.m3u8
峨眉山综合m,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/emsxw_2000.m3u8
MY,#genre#
南充综合,http://ncrmpull.cnncw.cn/live/8f7b908601931000dd6ee79a00000000/playlist.m3u8?wsSecret=371a8108a7826e6dd8a0d9fe5f90272c&wsTime=2019657600
南充科教,http://ncrmpull.cnncw.cn/live/8f7f8d3101931000ffbe3ba700000000/playlist.m3u8?wsSecret=0148edb88bca6b49e86cc6ef96fb3ac3&wsTime=2019657600
仪陇,https://live.yilongnews.com/live/ylzhpd.m3u8?auth_key=1741134122-0-0-fbf8d764c05b0a2547234f0f9f64e4b6
丽江,https://hwapi.yntv.net/ew265l/ke88o9.m3u8
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州公共频道,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
广元生活,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD.m3u8
啊七点歌台,http://zzy789.xyz/douyu1.php?id=3186217
音乐喵点歌台,http://zzy789.xyz/douyu1.php?id=3870925
苏州1,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州2,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州3,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州4,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州5,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
自贡公共频道,http://110.189.153.160:1002/ggpd.flv
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳公共频道,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
甘孜综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
双流综合频道,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
营山电视台,https://file.ysxtv.cn/nmip-media/channellive/channel101492/playlist.m3u8
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
金川乡村频道,http://139.203.180.9:90/live/jcxc.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
马尔康综合频道,http://live.zmmek.com:90/live/zhxw.m3u8
利州综合频道,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
青神综合频道,http://lmt.scqstv.com/live1/live1.m3u8
乐至综合频道,http://175.155.106.72:89/live1/live1.m3u8
会东综合频道,http://112.45.133.129:90/live/xwzh.m3u8
会东综合频道,http://live.schdxww.com:90/live/xwzh.m3u8
纳溪新闻频道,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
三台电视一套,http://125.65.94.91:12351/live
睢宁综合频道,https://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8
垫江综合,https://play-sh.quklive.com/live/1672366847646284.m3u8
松桃新闻频道,http://live.strmtzx.cn/stxw/sd/live.m3u8
黔南公共频道,http://tvfile.qntv.net/nmip-media/channellive/channel109066/playlist.m3u8
黔南综合频道,http://tvfile.qntv.net/nmip-media/channellive/channel108689/playlist.m3u8
六盘水公共,https://tvfile.lpsrtv.com/nmip-media/channellive/channel110983/playlist.m3u8
六盘水新闻,https://tvfile.lpsrtv.com/nmip-media/channellive/channel110181/playlist.m3u8
七星关,https://p8.vzan.com/slowlive/147077707554082780/live.m3u8
绵阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
绵阳科教,http://livepull.myntv.cn/rtmp/mykj.flv
乐山新闻综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
乐山文旅生活,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel12/playlist.m3u8
甘孜生活,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
雅安新闻综合,https://m3u8channel.yunxya.com/nmip-media/channellive/channel100028/playlist.m3u8
广安新闻综合,https://live1.gatv.com.cn:90/live/XWZH.m3u8
广安文旅乡村,https://live1.gatv.com.cn:90/live/GGPD.m3u8
南充科教,https://tvfile.ncntv.com.cn/nmip-media/channellive/channel100629/playlist.m3u8
南充新闻,https://tvfile.ncntv.com.cn/nmip-media/channellive/channel101604/playlist.m3u8
广元文化生活,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
犍为综合,https://p8.vzan.com/slowlive/230559508552681163/live.m3u8
松潘,http://live.spccmc.com:90/live/spxwzh.m3u8
昭觉,https://dcpull.sctvcloud.com/live/4bb3c2bd01881000e843b73a00000000.m3u8
青神,https://lmt.scqstv.com/live1/live1.m3u8
内江综合,https://njzb.scnj.tv/hls_njtv_direct/1.m3u8
内江科技,https://njzb.scnj.tv/hls_njtv_direct/9.m3u8
达州通川,https://file.dzxw.net/nmip-media/channellive/channel105011/playlist.m3u8
达州文化生活,https://file.dzxw.net/nmip-media/channellive/channel104727/playlist.m3u8
达州新闻综合,https://file.dzxw.net/nmip-media/channellive/channel104234/playlist.m3u8
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8
自贡综合,http://110.189.153.160:1001/zhpd.flv
德阳文旅科教,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
达州文化生活,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
金川新闻频道,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
泸州科教生活,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
叙州综合频道,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
自贡综合频道,http://110.189.153.160:1001/zhpd.flv
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
三台电视二套,http://125.65.94.91:12353/live
科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
利州,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
利州,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
达州公共,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州新闻,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8?zsicd
凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd
自贡综合,http://110.189.153.160:1001/zhpd.flv?zsicd
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8?zzhongqd
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8?zzhongqd
武隆综合频道,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8?zzhongqd
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
青神综合频道,http://lmt.scqstv.com:80/live1/live1.m3u8
德格综合频道,http://dgfile.ganzitv.com:80/nmip-media/channellive/channel101955/playlist.m3u8
汉源综合频道,http://live.hyxrmt.com:85/live/xwpd.m3u8
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8?zsicd
泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8?zsicd
自贡公共,http://110.189.153.160:1002/ggpd.flv?zsicd
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
会东综合,http://112.45.133.129:90/live/xwzh.m3u8?zsicd
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8?zsicd
金堂电视台,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8
龙泉驿新闻综合,https://live-pull.newslqy.com/live/fmzb1682404988829.m3u8
长宁综合频道,http://cnpull.sccnfb.com:80/live/123456.m3u8
宣汉新闻综合,http://livexuanhan.chinamcache.com:80/live/push1.m3u8
罗江新闻综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8
朝天新闻综合,https://m3u8.channel.dzsm.com:443/nmip-media/channellive/channel104601/playlist.m3u8
青川新闻综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8
旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
昭化综合频道,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8
彭山综合频道,http://m3u8tv.psrm.net:80/nmip-media/channellive/channel100740/playlist.m3u8
井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
犍为新闻综合,http://r8.vzan.com:80/v/slowlive_230559508552681163.m3u8
沙湾综合频道,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8
五通桥综合频道,https://play.wtqrm.com:443/qtwz/wtqzb.m3u8?auth_key=1663323505-0-0-01843919c015a267038d6e00fd1e1519
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn:80/live/yctv.m3u8?auth_key=1714112398-0-0-d9a6bd74623c01c1c2f9576fe51e8b7b
四川联通,#genre#
CCTV1,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227479/index.m3u8
CCTV2,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227477/index.m3u8
CCTV3,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227435/index.m3u8
CCTV4,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227373/index.m3u8
