🎦movie,#genre#
苏禄国王与中国皇帝（下）,http://115.29.208.41/tv189film.php?id=C44355366
女活佛,http://115.29.208.41/tv189film.php?id=C44355365
金镖黄天霸,http://115.29.208.41/tv189film.php?id=C44355364
苏禄国王与中国皇帝（上）,http://115.29.208.41/tv189film.php?id=C44355363
抬花轿,http://115.29.208.41/tv189film.php?id=C44354142
清水湾，淡水湾,http://115.29.208.41/tv189film.php?id=C44353956
红姑寨恩仇记,http://115.29.208.41/tv189film.php?id=C44353516
驼峰上的爱,http://115.29.208.41/tv189film.php?id=C44353342
无人喝彩,http://115.29.208.41/tv189film.php?id=C44353341
奇异的婚配,http://115.29.208.41/tv189film.php?id=C44353340
砂砾,http://115.29.208.41/tv189film.php?id=C44353337
痴情女子,http://115.29.208.41/tv189film.php?id=C44353250
他们在相爱,http://115.29.208.41/tv189film.php?id=C44353231
明姑娘,http://115.29.208.41/tv189film.php?id=C44352751
黑雪,http://115.29.208.41/tv189film.php?id=C44352705
歌手,http://115.29.208.41/tv189film.php?id=C44352704
盛夏和她的未婚夫,http://115.29.208.41/tv189film.php?id=C44352618
泰山恩仇,http://115.29.208.41/tv189film.php?id=C44352589
哑姑,http://115.29.208.41/tv189film.php?id=C44352554
谁杀死了尼尔森先生？,http://115.29.208.41/tv189film.php?id=C44352553
问天何时明,http://115.29.208.41/tv189film.php?id=C44352549
苏小三,http://115.29.208.41/tv189film.php?id=C44352522
潇洒一回,http://115.29.208.41/tv189film.php?id=C44352257
女人国的污染报告,http://115.29.208.41/tv189film.php?id=C44352166
妹妹找哥泪花流,http://115.29.208.41/tv189film.php?id=C44352132
同喜同喜,http://115.29.208.41/tv189film.php?id=C44352126
能人于四,http://115.29.208.41/tv189film.php?id=C44351026
荒唐事件,http://115.29.208.41/tv189film.php?id=C44350709
复仇女郎,http://115.29.208.41/tv189film.php?id=C44350202
生财有道,http://115.29.208.41/tv189film.php?id=C44350197
双雄会（上集）,http://115.29.208.41/tv189film.php?id=C44350018
斗鸡,http://115.29.208.41/tv189film.php?id=C44350014
双雄会（下集）,http://115.29.208.41/tv189film.php?id=C44349995
陌生的朋友,http://115.29.208.41/tv189film.php?id=C44349903
青春冲动,http://115.29.208.41/tv189film.php?id=C44349890
出门挣钱的人,http://115.29.208.41/tv189film.php?id=C44349821
不要问我从哪里来,http://115.29.208.41/tv189film.php?id=C44349775
警门虎子,http://115.29.208.41/tv189film.php?id=C44349660
骑士的荣誉,http://115.29.208.41/tv189film.php?id=C44349613
九千六百万双眼睛,http://115.29.208.41/tv189film.php?id=C44349507
痴男狂女两世情,http://115.29.208.41/tv189film.php?id=C44349505
高中锋，矮教练,http://115.29.208.41/tv189film.php?id=C44349498
魔窟生死恋,http://115.29.208.41/tv189film.php?id=C44349373
独身女人,http://115.29.208.41/tv189film.php?id=C44349340
归宿,http://115.29.208.41/tv189film.php?id=C44349339
银蛇谋杀案,http://115.29.208.41/tv189film.php?id=C44349338
OK！大肚罗汉,http://115.29.208.41/tv189film.php?id=C44349336
太监秘史,http://115.29.208.41/tv189film.php?id=C44349333
宫廷斗鸡,http://115.29.208.41/tv189film.php?id=C44349156
私人保镖,http://115.29.208.41/tv189film.php?id=C44349154
彭德怀在三线,http://115.29.208.41/tv189film.php?id=C44349153
武林志,http://115.29.208.41/tv189film.php?id=C44349057
笑傲神探,http://115.29.208.41/tv189film.php?id=C44349056
妙探,http://115.29.208.41/tv189film.php?id=C44349055
嘻笑鸳鸯,http://115.29.208.41/tv189film.php?id=C44349012
笑傲人生,http://115.29.208.41/tv189film.php?id=C44348988
第九号悬案,http://115.29.208.41/tv189film.php?id=C44348986
警界英雄,http://115.29.208.41/tv189film.php?id=C44348976
天网,http://115.29.208.41/tv189film.php?id=C44348782
黑眼睛,http://115.29.208.41/tv189film.php?id=C44348780
聊斋·席方平,http://115.29.208.41/tv189film.php?id=C44348648
玫瑰楼迷影,http://115.29.208.41/tv189film.php?id=C44348379
爸爸的三轮车,http://115.29.208.41/tv189film.php?id=C44348363
魔鬼发卡,http://115.29.208.41/tv189film.php?id=C44348149
初吻,http://115.29.208.41/tv189film.php?id=C44348054
驴嘎上电视,http://115.29.208.41/tv189film.php?id=C44348041
翡翠麻将,http://115.29.208.41/tv189film.php?id=C44348036
生命如歌,http://115.29.208.41/tv189film.php?id=C44348035
到青山那边去,http://115.29.208.41/tv189film.php?id=C44348029
紫禁城奇恋,http://115.29.208.41/tv189film.php?id=C44348002
都市和尚,http://115.29.208.41/tv189film.php?id=C44347954
特混舰队在行动,http://115.29.208.41/tv189film.php?id=C44347897
北国红豆,http://115.29.208.41/tv189film.php?id=C44347886
鼓书艺人,http://115.29.208.41/tv189film.php?id=C44347863
超速,http://115.29.208.41/tv189film.php?id=C44347850
普通人家,http://115.29.208.41/tv189film.php?id=C44347848
无名三侠客,http://115.29.208.41/tv189film.php?id=C44347847
寻找魔鬼,http://115.29.208.41/tv189film.php?id=C44347844
泥人常传奇,http://115.29.208.41/tv189film.php?id=C44347838
夜玫瑰,http://115.29.208.41/tv189film.php?id=C44347015
欲望号列车,http://115.29.208.41/tv189film.php?id=C44347000
自首的爱,http://115.29.208.41/tv189film.php?id=C44346982
娱乐至上,http://115.29.208.41/tv189film.php?id=C44346921
小锅盖娶亲2,http://115.29.208.41/tv189film.php?id=C44346800
寒夜,http://115.29.208.41/tv189film.php?id=C44346795
荒原杀手,http://115.29.208.41/tv189film.php?id=C44346787
四个小伙伴,http://115.29.208.41/tv189film.php?id=C44346784
西北偏北,http://115.29.208.41/tv189film.php?id=C44333359
大江东去,http://115.29.208.41/tv189film.php?id=C44325806
宾虚,http://115.29.208.41/tv189film.php?id=C44325803
绅士爱美人,http://115.29.208.41/tv189film.php?id=C44325771
与我同行,http://115.29.208.41/tv189film.php?id=C44323481
杀死一只知更鸟,http://115.29.208.41/tv189film.php?id=C44321925
公共汽车站,http://115.29.208.41/tv189film.php?id=C44321917
愿嫁金龟婿,http://115.29.208.41/tv189film.php?id=C44321915
海底两万里,http://115.29.208.41/tv189film.php?id=C44321914
梅艳芳（粤语）,http://115.29.208.41/tv189film.php?id=C44309210
薇薇安,http://115.29.208.41/tv189film.php?id=C44028343
梦魇效应,http://115.29.208.41/tv189film.php?id=C44028336
一路有光,http://115.29.208.41/tv189film.php?id=C44028334
驭影师,http://115.29.208.41/tv189film.php?id=C44028333
交错,http://115.29.208.41/tv189film.php?id=C44010424
身后事,http://115.29.208.41/tv189film.php?id=C44010423
饺子之恋,http://115.29.208.41/tv189film.php?id=C44010421
当你不再爱我,http://115.29.208.41/tv189film.php?id=C44010419
少女卡米拉（七情六欲）,http://115.29.208.41/tv189film.php?id=C44010418
女巫斗恶龙2：黑术士的礼物,http://115.29.208.41/tv189film.php?id=C44010413
终极营救,http://115.29.208.41/tv189film.php?id=C44010409
我活过,http://115.29.208.41/tv189film.php?id=C44010408
够了！,http://115.29.208.41/tv189film.php?id=C44007651
5场婚礼,http://115.29.208.41/tv189film.php?id=C44007625
铁斧惊魂,http://115.29.208.41/tv189film.php?id=C44007623
我的英格兰,http://115.29.208.41/tv189film.php?id=C44007620
氧气,http://115.29.208.41/tv189film.php?id=C44007618
开国将帅授衔1955,http://115.29.208.41/tv189film.php?id=C44006710
铁血警徽,http://115.29.208.41/tv189film.php?id=C43995206
乱世佳人,http://115.29.208.41/tv189film.php?id=C43995000
三贵情史,http://115.29.208.41/tv189film.php?id=C43986773
罗马假日,http://115.29.208.41/tv189film.php?id=C43985687
伊甸园之东,http://115.29.208.41/tv189film.php?id=C43985684
无因的反叛,http://115.29.208.41/tv189film.php?id=C43985670
狂人皮埃罗,http://115.29.208.41/tv189film.php?id=C43985072
大马戏团,http://115.29.208.41/tv189film.php?id=C43985054
猛龙过江,http://115.29.208.41/tv189film.php?id=C43984953
正午,http://115.29.208.41/tv189film.php?id=C43984854
驾车私奔记,http://115.29.208.41/tv189film.php?id=C43984853
双城记,http://115.29.208.41/tv189film.php?id=C43984846
妮诺契卡,http://115.29.208.41/tv189film.php?id=C43984845
残酷的爱情,http://115.29.208.41/tv189film.php?id=C43984794
查理的消遣,http://115.29.208.41/tv189film.php?id=C43984793
英雄坦克手,http://115.29.208.41/tv189film.php?id=C43984790
荒地之风,http://115.29.208.41/tv189film.php?id=C43984789
竞争对手,http://115.29.208.41/tv189film.php?id=C43984788
冒牌的伯爵,http://115.29.208.41/tv189film.php?id=C43984787
泥醉天使,http://115.29.208.41/tv189film.php?id=C43984786
低下层,http://115.29.208.41/tv189film.php?id=C43984785
战火,http://115.29.208.41/tv189film.php?id=C43984783
解放5最后一击,http://115.29.208.41/tv189film.php?id=C43984782
十诫,http://115.29.208.41/tv189film.php?id=C43984781
大饭店,http://115.29.208.41/tv189film.php?id=C43984621
诱拐,http://115.29.208.41/tv189film.php?id=C43984503
笔仙3,http://115.29.208.41/tv189film.php?id=C43983865
37次想你,http://115.29.208.41/tv189film.php?id=C43983864
啊朋友还钱,http://115.29.208.41/tv189film.php?id=C43983459
露水红颜,http://115.29.208.41/tv189film.php?id=C43983458
电脑也疯狂,http://115.29.208.41/tv189film.php?id=C43983452
古井凶灵,http://115.29.208.41/tv189film.php?id=C43983441
飞天小魔女,http://115.29.208.41/tv189film.php?id=C43983440
毒中毒,http://115.29.208.41/tv189film.php?id=C43983439
初恋这件小事,http://115.29.208.41/tv189film.php?id=C43983379
侠盗罗宾汉,http://115.29.208.41/tv189film.php?id=C43981819
去年在马里昂巴德,http://115.29.208.41/tv189film.php?id=C43981817
八部半,http://115.29.208.41/tv189film.php?id=C43981811
热情似火,http://115.29.208.41/tv189film.php?id=C43981810
死囚越狱,http://115.29.208.41/tv189film.php?id=C43981802
人猿星球,http://115.29.208.41/tv189film.php?id=C43981795
大独裁者,http://115.29.208.41/tv189film.php?id=C43981785
青山翠谷,http://115.29.208.41/tv189film.php?id=C43981776
七年之痒,http://115.29.208.41/tv189film.php?id=C43981774
王子复仇记,http://115.29.208.41/tv189film.php?id=C43981770
黄金三镖客,http://115.29.208.41/tv189film.php?id=C43981767
龙凤配,http://115.29.208.41/tv189film.php?id=C43981744
独臂刀王,http://115.29.208.41/tv189film.php?id=C43956581
逆行者,http://115.29.208.41/tv189film.php?id=C43955191
解放2：突破,http://115.29.208.41/tv189film.php?id=C43947446
解放3：主攻方向,http://115.29.208.41/tv189film.php?id=C43947443
解放4：柏林之战,http://115.29.208.41/tv189film.php?id=C43947428
解放1：炮火弧线,http://115.29.208.41/tv189film.php?id=C43947427
甜蜜的生活,http://115.29.208.41/tv189film.php?id=C43946384
一夜风流,http://115.29.208.41/tv189film.php?id=C43946383
电话谋杀案,http://115.29.208.41/tv189film.php?id=C43946382
舞台春秋,http://115.29.208.41/tv189film.php?id=C43946381
天堂的孩子,http://115.29.208.41/tv189film.php?id=C43946380
玩乐时间,http://115.29.208.41/tv189film.php?id=C43946379
群鸟,http://115.29.208.41/tv189film.php?id=C43946378
红气球,http://115.29.208.41/tv189film.php?id=C43946377
黄金时代（1946）,http://115.29.208.41/tv189film.php?id=C43946376
警察与小偷,http://115.29.208.41/tv189film.php?id=C43946375
夺魂索,http://115.29.208.41/tv189film.php?id=C43946374
德意志零年,http://115.29.208.41/tv189film.php?id=C43946373
倒扣的王牌,http://115.29.208.41/tv189film.php?id=C43946372
奥林匹亚2：美的祭典,http://115.29.208.41/tv189film.php?id=C43946371
百战将军,http://115.29.208.41/tv189film.php?id=C43946370
擦鞋童,http://115.29.208.41/tv189film.php?id=C43946369
奥林匹亚1：民族的节日,http://115.29.208.41/tv189film.php?id=C43946368
三进山城,http://115.29.208.41/tv189film.php?id=C43946367
战场,http://115.29.208.41/tv189film.php?id=C43946366
三毛流浪记,http://115.29.208.41/tv189film.php?id=C43946365
城市之光,http://115.29.208.41/tv189film.php?id=C43946364
平原游击队,http://115.29.208.41/tv189film.php?id=C43946363
史密斯夫妇,http://115.29.208.41/tv189film.php?id=C43946362
雌雄大盗,http://115.29.208.41/tv189film.php?id=C43946361
哆啦A梦：伴我同行,http://115.29.208.41/tv189film.php?id=C43932679
007之霹雳弹,http://115.29.208.41/tv189film.php?id=C43916712
雨中曲,http://115.29.208.41/tv189film.php?id=C43916445
公民凯恩,http://115.29.208.41/tv189film.php?id=C43916442
新独臂刀,http://115.29.208.41/tv189film.php?id=C43916430
出水芙蓉,http://115.29.208.41/tv189film.php?id=C43916429
四百击,http://115.29.208.41/tv189film.php?id=C43916428
阿拉伯的劳伦斯,http://115.29.208.41/tv189film.php?id=C43876251
流光影事,http://115.29.208.41/tv189film.php?id=C43874525
007之俄罗斯之恋,http://115.29.208.41/tv189film.php?id=C43857623
控方证人,http://115.29.208.41/tv189film.php?id=C43857085
罗斯玛丽的婴儿,http://115.29.208.41/tv189film.php?id=C43857084
茜茜公主2,http://115.29.208.41/tv189film.php?id=C43857060
茜茜公主3,http://115.29.208.41/tv189film.php?id=C43857058
茜茜公主,http://115.29.208.41/tv189film.php?id=C43857057
茜茜公主3（普通话版）,http://115.29.208.41/tv189film.php?id=C43857055
茜茜公主2（普通话版）,http://115.29.208.41/tv189film.php?id=C43857053
茜茜公主（普通话版）,http://115.29.208.41/tv189film.php?id=C43857051
007之诺博士,http://115.29.208.41/tv189film.php?id=C43857048
007之女王密使,http://115.29.208.41/tv189film.php?id=C43857046
007之金手指,http://115.29.208.41/tv189film.php?id=C43857014
007之雷霆谷,http://115.29.208.41/tv189film.php?id=C43856493
007之金刚钻,http://115.29.208.41/tv189film.php?id=C43856492
马耳他之鹰,http://115.29.208.41/tv189film.php?id=C43835125
双重赔偿,http://115.29.208.41/tv189film.php?id=C43835124
第三人,http://115.29.208.41/tv189film.php?id=C43835123
第七封印,http://115.29.208.41/tv189film.php?id=C43835122
光荣之路,http://115.29.208.41/tv189film.php?id=C43833728
史密斯先生到华盛顿,http://115.29.208.41/tv189film.php?id=C43833727
后窗,http://115.29.208.41/tv189film.php?id=C43833724
迷魂记,http://115.29.208.41/tv189film.php?id=C43833722
唐山大兄,http://115.29.208.41/tv189film.php?id=C43831941
合气道,http://115.29.208.41/tv189film.php?id=C43831875
三笑,http://115.29.208.41/tv189film.php?id=C43831874
保镖,http://115.29.208.41/tv189film.php?id=C43831873
大醉侠,http://115.29.208.41/tv189film.php?id=C43831872
金燕子,http://115.29.208.41/tv189film.php?id=C43831871
独臂刀,http://115.29.208.41/tv189film.php?id=C43831869
铁掌旋风腿,http://115.29.208.41/tv189film.php?id=C43831868
罗马，不设防的城市,http://115.29.208.41/tv189film.php?id=C43826558
虎口脱险,http://115.29.208.41/tv189film.php?id=C43826514
禁忌的游戏,http://115.29.208.41/tv189film.php?id=C43826513
第17号战俘营,http://115.29.208.41/tv189film.php?id=C43826512
桂河大桥,http://115.29.208.41/tv189film.php?id=C43826511
鸳梦重温,http://115.29.208.41/tv189film.php?id=C43826510
血战莱茵河,http://115.29.208.41/tv189film.php?id=C43826509
当代奸雄,http://115.29.208.41/tv189film.php?id=C43826508
雁南飞,http://115.29.208.41/tv189film.php?id=C43824825
一个美国人在巴黎,http://115.29.208.41/tv189film.php?id=C43824824
乞力马扎罗的雪,http://115.29.208.41/tv189film.php?id=C43824823
汤姆·琼斯,http://115.29.208.41/tv189film.php?id=C43824822
巴顿将军,http://115.29.208.41/tv189film.php?id=C43824821
傲慢与偏见,http://115.29.208.41/tv189film.php?id=C43824820
修女传,http://115.29.208.41/tv189film.php?id=C43824756
码头风云,http://115.29.208.41/tv189film.php?id=C43824755
毕业生,http://115.29.208.41/tv189film.php?id=C43824754
愤怒的葡萄,http://115.29.208.41/tv189film.php?id=C43824753
环游世界八十天,http://115.29.208.41/tv189film.php?id=C43824752
搜索者,http://115.29.208.41/tv189film.php?id=C43824751
西区故事,http://115.29.208.41/tv189film.php?id=C43824750
野草莓,http://115.29.208.41/tv189film.php?id=C43824749
蝴蝶梦,http://115.29.208.41/tv189film.php?id=C43824748
爱情故事,http://115.29.208.41/tv189film.php?id=C43824747
《万里归途》预告花絮,http://115.29.208.41/tv189film.php?id=C43715237
电影预告片,http://115.29.208.41/tv189film.php?id=C43713964
《您好，北京 》预告片,http://115.29.208.41/tv189film.php?id=C43713963
辽宁歌剧院宣传片,http://115.29.208.41/tv189film.php?id=C43704229
(预告)云上之夏演出季开幕,http://115.29.208.41/tv189film.php?id=C43704127
云上之夏演出季预告片,http://115.29.208.41/tv189film.php?id=C43704116
长津湖之水门桥 MV：易烊千玺献唱主题曲《雪花》,http://115.29.208.41/tv189film.php?id=C43695214
长津湖之水门桥 花絮：战术设计特辑,http://115.29.208.41/tv189film.php?id=C43695212
红珊瑚,http://115.29.208.41/tv189film.php?id=C43610324
柳湖新颂,http://115.29.208.41/tv189film.php?id=C43610323
林家铺子,http://115.29.208.41/tv189film.php?id=C43610322
碧海丹心,http://115.29.208.41/tv189film.php?id=C43610321
党的女儿,http://115.29.208.41/tv189film.php?id=C43610320
东进序曲,http://115.29.208.41/tv189film.php?id=C43610318
渔光曲,http://115.29.208.41/tv189film.php?id=C43610316
画中人,http://115.29.208.41/tv189film.php?id=C43610314
恶邻,http://115.29.208.41/tv189film.php?id=C43610313
女儿经,http://115.29.208.41/tv189film.php?id=C43610312
嘉陵江边,http://115.29.208.41/tv189film.php?id=C43610310
阿娜尔罕,http://115.29.208.41/tv189film.php?id=C43610199
阿福寻宝记,http://115.29.208.41/tv189film.php?id=C43610180
苗家儿女,http://115.29.208.41/tv189film.php?id=C43600117
哥俩好,http://115.29.208.41/tv189film.php?id=C43600116
十三陵水库畅想曲,http://115.29.208.41/tv189film.php?id=C43600115
地下航线,http://115.29.208.41/tv189film.php?id=C43600114
银汉双星,http://115.29.208.41/tv189film.php?id=C43600113
长恨天,http://115.29.208.41/tv189film.php?id=C43600112
十级浪,http://115.29.208.41/tv189film.php?id=C43600111
南征北战,http://115.29.208.41/tv189film.php?id=C43600110
哈森与加米拉,http://115.29.208.41/tv189film.php?id=C43600109
团结起来到明天,http://115.29.208.41/tv189film.php?id=C43600108
鄂尔多斯风暴,http://115.29.208.41/tv189film.php?id=C43600107
铁道卫士,http://115.29.208.41/tv189film.php?id=C43600106
野火春风斗古城,http://115.29.208.41/tv189film.php?id=C43600105
逆风千里,http://115.29.208.41/tv189film.php?id=C43600104
永恒的友谊,http://115.29.208.41/tv189film.php?id=C43600103
儿子英雄,http://115.29.208.41/tv189film.php?id=C43600102
大家庭的主妇,http://115.29.208.41/tv189film.php?id=C43600101
姐妹花,http://115.29.208.41/tv189film.php?id=C43600100
大闹天宫,http://115.29.208.41/tv189film.php?id=C43600099
木兰从军,http://115.29.208.41/tv189film.php?id=C43600098
南海的早晨,http://115.29.208.41/tv189film.php?id=C43600097
斩断魔爪,http://115.29.208.41/tv189film.php?id=C43600096
摩登女性,http://115.29.208.41/tv189film.php?id=C43600095
我们村里的年轻人（续集）,http://115.29.208.41/tv189film.php?id=C43600094
孤城烈女,http://115.29.208.41/tv189film.php?id=C43600093
草原上的人们,http://115.29.208.41/tv189film.php?id=C43600092
宝莲灯,http://115.29.208.41/tv189film.php?id=C43600091
小二黑结婚,http://115.29.208.41/tv189film.php?id=C43600090
暴风中的雄鹰,http://115.29.208.41/tv189film.php?id=C43600089
渡江侦察记,http://115.29.208.41/tv189film.php?id=C43600088
翠岗红旗,http://115.29.208.41/tv189film.php?id=C43600087
情长谊深,http://115.29.208.41/tv189film.php?id=C43600086
战斗里成长,http://115.29.208.41/tv189film.php?id=C43600085
英雄儿女,http://115.29.208.41/tv189film.php?id=C43600083
英雄诗篇,http://115.29.208.41/tv189film.php?id=C43600082
独立大队,http://115.29.208.41/tv189film.php?id=C43600081
阿诗玛,http://115.29.208.41/tv189film.php?id=C43600079
董存瑞,http://115.29.208.41/tv189film.php?id=C43600078
女跳水队员,http://115.29.208.41/tv189film.php?id=C43600077
女司机,http://115.29.208.41/tv189film.php?id=C43600076
小白兔,http://115.29.208.41/tv189film.php?id=C43600075
百万雄师下江南,http://115.29.208.41/tv189film.php?id=C43600074
小兵张嘎,http://115.29.208.41/tv189film.php?id=C43600073
宝葫芦的秘密,http://115.29.208.41/tv189film.php?id=C43600072
分水岭,http://115.29.208.41/tv189film.php?id=C43600071
达吉和她的父亲,http://115.29.208.41/tv189film.php?id=C43600070
我们村里的年轻人,http://115.29.208.41/tv189film.php?id=C43600069
战火中的青春,http://115.29.208.41/tv189film.php?id=C43600068
草原雄鹰,http://115.29.208.41/tv189film.php?id=C43600067
蚕花姑娘,http://115.29.208.41/tv189film.php?id=C43600066
走向新中国,http://115.29.208.41/tv189film.php?id=C43600065
船厂追踪,http://115.29.208.41/tv189film.php?id=C43600064
英雄岛,http://115.29.208.41/tv189film.php?id=C43600063
百凤朝阳,http://115.29.208.41/tv189film.php?id=C43600062
英雄坦克手,http://115.29.208.41/tv189film.php?id=C43600061
英雄司机,http://115.29.208.41/tv189film.php?id=C43600060
聂耳（高清）,http://115.29.208.41/tv189film.php?id=C43600059
草原晨曲,http://115.29.208.41/tv189film.php?id=C43600058
雪中孤雏,http://115.29.208.41/tv189film.php?id=C43600057
岸边激浪,http://115.29.208.41/tv189film.php?id=C43600056
大团圆,http://115.29.208.41/tv189film.php?id=C43600055
中华女儿,http://115.29.208.41/tv189film.php?id=C43600054
万水千山,http://115.29.208.41/tv189film.php?id=C43600053
东方红,http://115.29.208.41/tv189film.php?id=C43600052
碧空银花,http://115.29.208.41/tv189film.php?id=C43600051
神秧手,http://115.29.208.41/tv189film.php?id=C43600050
春风吹到诺敏河,http://115.29.208.41/tv189film.php?id=C43600049
明末遗恨,http://115.29.208.41/tv189film.php?id=C43600048
以革命的名义,http://115.29.208.41/tv189film.php?id=C43600047
二百五小传,http://115.29.208.41/tv189film.php?id=C43600046
伟大的起点,http://115.29.208.41/tv189film.php?id=C43600045
生命的火花,http://115.29.208.41/tv189film.php?id=C43600044
特快列车,http://115.29.208.41/tv189film.php?id=C43600043
爱厂如家,http://115.29.208.41/tv189film.php?id=C43600042
英雄虎胆,http://115.29.208.41/tv189film.php?id=C43600041
试航,http://115.29.208.41/tv189film.php?id=C43600040
草原风暴,http://115.29.208.41/tv189film.php?id=C43600039
上甘岭,http://115.29.208.41/tv189film.php?id=C43600038
一贯害人道,http://115.29.208.41/tv189film.php?id=C43600037
冰山上的来客,http://115.29.208.41/tv189film.php?id=C43600036
农家乐,http://115.29.208.41/tv189film.php?id=C43600035
天明,http://115.29.208.41/tv189film.php?id=C43600034
夺印,http://115.29.208.41/tv189film.php?id=C43600033
乘龙快婿,http://115.29.208.41/tv189film.php?id=C43600032
水,http://115.29.208.41/tv189film.php?id=C43600031
朝霞,http://115.29.208.41/tv189film.php?id=C43600030
桃花泣血记,http://115.29.208.41/tv189film.php?id=C43600029
思想问题,http://115.29.208.41/tv189film.php?id=C43600028
平原游击队,http://115.29.208.41/tv189film.php?id=C43600027
山里的人,http://115.29.208.41/tv189film.php?id=C43600026
布谷鸟又叫了,http://115.29.208.41/tv189film.php?id=C43600025
方珍珠,http://115.29.208.41/tv189film.php?id=C43600024
关不住的春光,http://115.29.208.41/tv189film.php?id=C43600023
万家灯火,http://115.29.208.41/tv189film.php?id=C43600022
青松岭,http://115.29.208.41/tv189film.php?id=C43600021
飞越天险,http://115.29.208.41/tv189film.php?id=C43600020
春满人间,http://115.29.208.41/tv189film.php?id=C43600019
祖国的花朵,http://115.29.208.41/tv189film.php?id=C43600018
不拘小节的人,http://115.29.208.41/tv189film.php?id=C43600017
万紫千红总是春,http://115.29.208.41/tv189film.php?id=C43600016
地雷战,http://115.29.208.41/tv189film.php?id=C43600015
太平春,http://115.29.208.41/tv189film.php?id=C43600014
工地青年,http://115.29.208.41/tv189film.php?id=C43600013
母性之光,http://115.29.208.41/tv189film.php?id=C43600012
地道战,http://115.29.208.41/tv189film.php?id=C43600011
梁山伯与祝英台,http://115.29.208.41/tv189film.php?id=C43600010
冰雪金达莱,http://115.29.208.41/tv189film.php?id=C43600009
冰上姐妹,http://115.29.208.41/tv189film.php?id=C43600008
风从东方来,http://115.29.208.41/tv189film.php?id=C43600007
风雪大别山,http://115.29.208.41/tv189film.php?id=C43600006
青年鲁班,http://115.29.208.41/tv189film.php?id=C43600005
春雷,http://115.29.208.41/tv189film.php?id=C43600004
少奶奶的扇子,http://115.29.208.41/tv189film.php?id=C43600003
神鬼不灵,http://115.29.208.41/tv189film.php?id=C43600002
秋翁遇仙记,http://115.29.208.41/tv189film.php?id=C43600001
渔岛之子,http://115.29.208.41/tv189film.php?id=C43600000
山村姐妹,http://115.29.208.41/tv189film.php?id=C43599999
冲破黎明前的黑暗,http://115.29.208.41/tv189film.php?id=C43599998
春,http://115.29.208.41/tv189film.php?id=C43599997
船家女,http://115.29.208.41/tv189film.php?id=C43599996
赤峰号,http://115.29.208.41/tv189film.php?id=C43599995
渡江探险,http://115.29.208.41/tv189film.php?id=C43599994
不夜城,http://115.29.208.41/tv189film.php?id=C43599993
不能走那条路,http://115.29.208.41/tv189film.php?id=C43599992
不了情,http://115.29.208.41/tv189film.php?id=C43599991
东风,http://115.29.208.41/tv189film.php?id=C43599990
保卫胜利果实,http://115.29.208.41/tv189film.php?id=C43599989
暑假的礼物,http://115.29.208.41/tv189film.php?id=C43599988
鬼话,http://115.29.208.41/tv189film.php?id=C43599987
万木春,http://115.29.208.41/tv189film.php?id=C43599986
七十二家房客,http://115.29.208.41/tv189film.php?id=C43599985
桃李劫,http://115.29.208.41/tv189film.php?id=C43599984
松花江上,http://115.29.208.41/tv189film.php?id=C43599983
沙漠里的战斗,http://115.29.208.41/tv189film.php?id=C43599982
乘风破浪,http://115.29.208.41/tv189film.php?id=C43599981
红楼梦,http://115.29.208.41/tv189film.php?id=C43599980
冬梅,http://115.29.208.41/tv189film.php?id=C43599979
大路(4K),http://115.29.208.41/tv189film.php?id=C43599978
春蚕,http://115.29.208.41/tv189film.php?id=C43599977
洞箫横吹,http://115.29.208.41/tv189film.php?id=C43599976
地下尖兵,http://115.29.208.41/tv189film.php?id=C43599975
边寨烽火,http://115.29.208.41/tv189film.php?id=C43599974
表,http://115.29.208.41/tv189film.php?id=C43599973
慈母曲,http://115.29.208.41/tv189film.php?id=C43599971
春到人间,http://115.29.208.41/tv189film.php?id=C43599970
暴风骤雨,http://115.29.208.41/tv189film.php?id=C43599969
春天来了,http://115.29.208.41/tv189film.php?id=C43599968
北大荒人,http://115.29.208.41/tv189film.php?id=C43599967
大地重光,http://115.29.208.41/tv189film.php?id=C43599966
地下少先队,http://115.29.208.41/tv189film.php?id=C43599965
大风浪里的小故事,http://115.29.208.41/tv189film.php?id=C43599964
宝山之歌,http://115.29.208.41/tv189film.php?id=C43599963
带兵的人,http://115.29.208.41/tv189film.php?id=C43599962
八千里路云和月,http://115.29.208.41/tv189film.php?id=C43599961
兵临城下（1964）,http://115.29.208.41/tv189film.php?id=C43599960
白衣战士,http://115.29.208.41/tv189film.php?id=C43599959
妈妈要我出嫁,http://115.29.208.41/tv189film.php?id=C43599958
乌鸦与麻雀,http://115.29.208.41/tv189film.php?id=C43599957
十字街头,http://115.29.208.41/tv189film.php?id=C43599956
刘巧儿,http://115.29.208.41/tv189film.php?id=C43599955
小城之春,http://115.29.208.41/tv189film.php?id=C43599954
小铃铛,http://115.29.208.41/tv189film.php?id=C43599953
姊姊妹妹站起来,http://115.29.208.41/tv189film.php?id=C43599952
我这一辈子,http://115.29.208.41/tv189film.php?id=C43599951
丽人行,http://115.29.208.41/tv189film.php?id=C43599950
五朵金花,http://115.29.208.41/tv189film.php?id=C43599949
刘三姐,http://115.29.208.41/tv189film.php?id=C43599948
劳工之爱情,http://115.29.208.41/tv189film.php?id=C43599947
小玩意,http://115.29.208.41/tv189film.php?id=C43599946
两家春,http://115.29.208.41/tv189film.php?id=C43599945
